emp_no,first_name,last_name,dept_no,dept_name
92718,Sibyl,Marciano,d004,Production
92719,Hairong,Ibel,d008,Research
92720,Sungwon,Bondorf,d004,Production
92722,Pranas,Poupard,d001,Marketing
92724,Gunilla,Schicker,d001,Marketing
92730,Junichi,Ruemmler,d007,Sales
92736,Janalee,Linnainmaa,d007,Sales
92737,Ingmar,Fontan,d004,Production
92740,Udaiprakash,Kamber,d004,Production
92745,Haldun,Morrin,d005,Development
92746,Cordelia,Roccetti,d005,Development
92747,Uno,Suri,d007,Sales
92749,Chiradeep,Demir,d007,Sales
92751,Ibibia,Monkewich,d004,Production
92752,Uzi,Sadowski,d005,Development
92754,Yucai,Kushnir,d001,Marketing
92755,Susumu,Fontet,d004,Production
92757,Valery,Waymire,d004,Production
92758,Georgi,Francisci,d004,Production
92761,Berni,Verspoor,d004,Production
92764,Zeydy,McFarlan,d005,Development
92766,Candida,Benzmuller,d007,Sales
92770,Sudharsan,Braunmuhl,d005,Development
92771,Renee,Danley,d003,Human Resources
92776,Elzbieta,Schapiro,d001,Marketing
92785,Lunjin,Underwood,d004,Production
92790,Flemming,Binding,d004,Production
92796,Susumu,Tagansky,d004,Production
92797,Shalesh,Ligten,d007,Sales
92799,Reinhold,Caine,d003,Human Resources
92801,Marco,Vrecion,d004,Production
92802,Alair,Luks,d007,Sales
92803,Gal,Senzako,d001,Marketing
92804,Tonny,Roison,d007,Sales
92808,Hinrich,Junet,d003,Human Resources
92811,Tetsurou,Lanzelotte,d002,Finance
92816,Bikash,Veeraraghavan,d008,Research
92817,Yucai,Bade,d002,Finance
92819,Yaghout,Munck,d008,Research
92821,Ute,Journel,d001,Marketing
92822,IEEE,Masaki,d005,Development
92824,Jiang,Beutelspacher,d005,Development
92828,Nimmagadda,Yetim,d008,Research
92829,Nechama,Kalefeld,d005,Development
92830,Masami,Ranon,d007,Sales
92833,Jeanna,Jullig,d001,Marketing
92834,Sigeru,Irland,d001,Marketing
92835,Freyja,Godskesen,d005,Development
92836,Ziva,Montresor,d005,Development
92842,Maris,Lorie,d005,Development
92851,Genki,Capobianchi,d005,Development
92856,Gurbir,Stafford,d005,Development
92858,Eberhardt,Grabner,d004,Production
92859,Padma,Hanabata,d006,Quality Management
92870,Atilio,Imataki,d005,Development
92874,Ortrun,Gronowski,d007,Sales
92878,Phule,Birjandi,d007,Sales
92879,Mana,Hellwagner,d004,Production
92880,Goa,Herber,d004,Production
92885,Radhika,Schapire,d004,Production
92887,Kazuhiro,Oxenboll,d007,Sales
92888,Chanjung,Capobianchi,d008,Research
92889,Honesty,Baez,d005,Development
92892,Eldridge,Cronau,d005,Development
92893,Shiv,Egerstedt,d004,Production
92894,Gaetan,Edelhoff,d005,Development
92898,Gil,Ghazalie,d007,Sales
92899,Kauko,Vakili,d002,Finance
92900,Guiseppe,Krider,d007,Sales
92904,Bluma,Kusalik,d007,Sales
92907,Kazuyasu,Marshall,d005,Development
92912,Shigeichiro,Sichman,d005,Development
92914,Murthy,Vecchi,d007,Sales
92916,Neven,Plotkin,d003,Human Resources
92922,Aluzio,Eiter,d007,Sales
92936,Shih,Renear,d003,Human Resources
92941,Jayson,Luit,d005,Development
92945,Marlo,Tyugu,d001,Marketing
92946,Yannik,Thombley,d006,Quality Management
92949,Khosrow,Sewelson,d009,Customer Service
92950,Weiru,Kushner,d004,Production
92951,Shalesh,Armand,d008,Research
92952,Wilmer,Tsukuda,d008,Research
92959,Trygve,Honiden,d008,Research
92961,Youjian,Speek,d004,Production
92962,Jayson,Kuszyk,d008,Research
92965,Weiye,Salinas,d007,Sales
92968,Moriyoshi,Gecseg,d004,Production
92970,Goetz,Segond,d003,Human Resources
92972,Marjo,Ramamoorthy,d009,Customer Service
92977,Alair,Naumovich,d009,Customer Service
92980,Quingbo,Kakkad,d005,Development
92981,Gurbir,Raoux,d007,Sales
92983,Masoud,Rosca,d004,Production
92987,Kiyotoshi,Emden,d007,Sales
92996,Duangkaew,Negoita,d004,Production
93000,Oscar,Marakhovsky,d003,Human Resources
93001,Kersti,Pusterhofer,d007,Sales
93005,Yurij,Munos,d007,Sales
93007,Prasadram,Miara,d007,Sales
93016,Haldun,Gulak,d005,Development
93017,Gian,Terkki,d005,Development
93020,Masako,Fraisse,d005,Development
93030,Ulf,Selvestrel,d004,Production
93031,Supot,Kakkar,d007,Sales
93037,Martijn,Gronowski,d005,Development
93038,Chenyi,Michaeli,d007,Sales
93039,Martijn,Heiserman,d004,Production
93041,Teiji,Beetstra,d005,Development
93042,Susumu,Massonet,d004,Production
93043,Takahira,Andreotta,d005,Development
93046,Teunis,Koblitz,d004,Production
93048,Dayanand,Koprowski,d001,Marketing
93049,Christoper,Ananiadou,d005,Development
93052,Tua,Tempesti,d005,Development
93055,Prasadram,Murrill,d009,Customer Service
93061,Cheong,Matteis,d005,Development
93064,Vishv,Koshiba,d004,Production
93068,Doohun,Fordan,d005,Development
93074,KayLiang,Talmor,d002,Finance
93075,Shushma,Kavanagh,d003,Human Resources
93078,Magdalena,Gyimothy,d004,Production
93080,Amstein,Heering,d007,Sales
93085,Evgueni,Parhami,d002,Finance
93086,Arco,Lubachevsky,d004,Production
93090,Mayumi,Rissanen,d002,Finance
93094,Surveyors,Lung,d001,Marketing
93095,Sushant,Krider,d008,Research
93101,Marsja,Marwedel,d004,Production
93102,Magdalena,Barvinok,d004,Production
93103,Ramya,Kermarrec,d009,Customer Service
93107,Martien,Buchter,d005,Development
93108,Danny,Dayang,d004,Production
93113,Chenye,Braccini,d004,Production
93115,Hauke,Gien,d005,Development
93120,Maria,Calkin,d003,Human Resources
93123,Kirk,Shackel,d004,Production
93129,Cullen,Quaggetto,d005,Development
93130,Kwun,Neimat,d007,Sales
93131,Danil,Rathonyi,d005,Development
93136,Chaosheng,Senzako,d007,Sales
93140,Rance,Kitai,d005,Development
93143,Tonia,Makinen,d008,Research
93145,Zeljko,Chimia,d004,Production
93146,Tadahiro,Serra,d002,Finance
93148,Chrisa,Wallrath,d005,Development
93150,Piyush,Papsdorf,d007,Sales
93160,Trygve,Hinsberger,d008,Research
93161,Giao,Garrabrants,d007,Sales
93164,Frazer,Ruemmler,d001,Marketing
93173,Toshimo,Liesche,d007,Sales
93183,Kenton,Marzano,d005,Development
93189,Neven,Dalton,d004,Production
93194,Danco,Baalen,d003,Human Resources
93195,Domenico,Baak,d002,Finance
93197,Arie,Magliocco,d007,Sales
93203,Danel,Zizka,d007,Sales
93205,Ger,Guardalben,d005,Development
93207,Sashi,Pearson,d001,Marketing
93211,Adhemar,Massonet,d002,Finance
93216,Dung,Chelton,d009,Customer Service
93219,Dulce,Kolinko,d005,Development
93221,Sanjit,McDermid,d007,Sales
93222,Amalendu,Bottner,d008,Research
93224,Shigeo,Gonthier,d005,Development
93233,Shaleah,Chorvat,d004,Production
93234,Abdelwaheb,Erni,d008,Research
93237,Moto,Marshall,d004,Production
93241,Juichirou,Borstler,d007,Sales
93243,Nidapan,Wegerle,d007,Sales
93245,Mohan,Zeidenstein,d002,Finance
93254,Shigeo,Cichocki,d007,Sales
93257,Honesty,Lorho,d003,Human Resources
93259,Eran,Merey,d004,Production
93261,Pintsang,Luca,d004,Production
93265,Bokyung,Broomell,d007,Sales
93273,Eberhardt,Schwartzbauer,d003,Human Resources
93277,Masako,Ohori,d004,Production
93291,Kasidit,Hofstetter,d002,Finance
93296,Baoqiu,Montresor,d001,Marketing
93297,Souichi,Caine,d005,Development
93299,Hatsukazu,Swist,d005,Development
93302,Mohammad,Porenta,d007,Sales
93305,Kendra,Kalsbeek,d007,Sales
93306,Teiji,Dratva,d005,Development
93314,Carrsten,Beeson,d005,Development
93315,Katsuo,Ranai,d004,Production
93318,Inderjeet,Murtagh,d001,Marketing
93321,Masako,Nivat,d007,Sales
93323,Bernd,Danley,d004,Production
93325,Rasiah,Georg,d007,Sales
93329,Shirish,Anily,d002,Finance
93330,Navid,Barinka,d005,Development
93335,Inderjeet,Edelhoff,d006,Quality Management
93338,Shim,Stifter,d005,Development
93341,Fay,Servi,d005,Development
93343,Danae,Zlotek,d005,Development
93344,Bernardo,Escriba,d007,Sales
93355,Shridhar,Pettit,d002,Finance
93357,Padma,Prochazka,d007,Sales
93359,Elliott,Takanami,d001,Marketing
93360,Munenori,Peral,d004,Production
93361,Bodo,Baalen,d005,Development
93362,Persi,Worfolk,d004,Production
93366,Heejo,Schach,d007,Sales
93369,Herb,Peyn,d005,Development
93371,Arumugam,Krychniak,d007,Sales
93375,Padma,Fioravanti,d009,Customer Service
93381,Hercules,Streng,d005,Development
93383,Guangming,Christianini,d007,Sales
93384,Radhakrishnan,Bridgland,d007,Sales
93385,Sibyl,Marrakchi,d004,Production
93387,Fumitaka,Laurillard,d001,Marketing
93388,Anwar,Cairo,d003,Human Resources
93389,Sungwon,Hooghiemstra,d005,Development
93396,Giap,Penn,d008,Research
93399,Rosalie,Bennet,d005,Development
93402,Zhensheng,Kisuki,d005,Development
93404,Shuzo,Willoner,d007,Sales
93405,Tamiya,Marrevee,d004,Production
93410,Jouni,Zastre,d005,Development
93412,Sivanarayana,Sinicrope,d007,Sales
93416,Naftaly,Flowers,d007,Sales
93422,Nathan,Stiles,d008,Research
93426,Olivera,Kambil,d005,Development
93427,Xuedong,Vickson,d009,Customer Service
93430,Golgen,Baar,d007,Sales
93433,Abdelkader,Tchuente,d001,Marketing
93435,Palash,Spelt,d005,Development
93436,Ung,Crooks,d009,Customer Service
93441,Yunming,Valette,d007,Sales
93442,Barun,Akiyama,d004,Production
93445,Shahaf,Imataki,d002,Finance
93447,Gregory,Standera,d009,Customer Service
93448,Dhritiman,Ibel,d006,Quality Management
93449,Itzchak,McAlpine,d005,Development
93450,Jiakeng,Kieras,d007,Sales
93451,Elliott,Staudhammer,d004,Production
93454,Subhada,Munawer,d004,Production
93455,Tsutomu,Hashii,d002,Finance
93458,Jagoda,Pero,d003,Human Resources
93462,Domenico,Peha,d007,Sales
93464,Mang,Kawashimo,d005,Development
93466,Sasan,Schwaller,d001,Marketing
93467,JoAnna,Siksek,d004,Production
93471,Jixiang,Stemann,d001,Marketing
93474,Adin,Zaumen,d004,Production
93479,Adas,Lieblein,d005,Development
93481,Fumiko,Peha,d002,Finance
93491,Margo,Heinisuo,d004,Production
93492,Lenore,Yetim,d005,Development
93493,Amstein,Byoun,d005,Development
93495,Lunjin,Gill,d005,Development
93499,Subhada,Rosiles,d004,Production
93501,Yongdong,Nitsch,d004,Production
93504,Khalid,Prenel,d005,Development
93509,Lijie,Perl,d005,Development
93512,Rutger,Ramras,d004,Production
93516,Vitaly,Shigei,d007,Sales
93519,Bartek,Kolinko,d004,Production
93520,Angel,Unni,d007,Sales
93521,Idoia,Lieberherr,d005,Development
93522,Alselm,Ventosa,d005,Development
93525,Shawna,Oxman,d007,Sales
93526,Leni,Miyakawa,d003,Human Resources
93536,Zhonghua,Zongker,d005,Development
93539,Stevo,Heystek,d007,Sales
93540,Vitali,Thebaut,d004,Production
93541,Kristof,Kohling,d003,Human Resources
93547,Vishu,Liedekerke,d005,Development
93551,Sanjay,Shrader,d007,Sales
93552,Filipe,Kulisch,d004,Production
93553,Maris,Swist,d001,Marketing
93558,Odinaldo,Wendorf,d005,Development
93559,Sungwon,Rattan,d002,Finance
93561,Mario,Takkinen,d002,Finance
93567,Sanjeeva,Mitina,d001,Marketing
93571,Brigham,Sherertz,d007,Sales
93575,Srinidhi,Tchuente,d006,Quality Management
93576,Xuedong,Thorensen,d007,Sales
93577,Khalil,Winter,d005,Development
93581,Ramachenga,Demir,d005,Development
93597,Shmuel,Karlin,d006,Quality Management
93599,Keung,Gimarc,d005,Development
93601,Leucio,Piveteau,d008,Research
93603,Moon,Gniady,d004,Production
93608,Mahendra,Swick,d008,Research
93611,Mizuhito,Gronowski,d007,Sales
93618,Volkmar,Uludag,d007,Sales
93621,Yishai,Goodrum,d004,Production
93622,Oldrich,Felder,d003,Human Resources
93624,Armond,Lorys,d005,Development
93625,Unal,Debuse,d008,Research
93629,Shuichi,Manders,d008,Research
93630,Paris,Range,d006,Quality Management
93631,Vitaly,Diderrich,d004,Production
93632,Kiyotoshi,Vingron,d005,Development
93634,Dietrich,Chelton,d007,Sales
93639,Nahid,Swan,d007,Sales
93647,Jiafu,Argence,d006,Quality Management
93649,Tsutomu,Driscoll,d004,Production
93653,Filipp,Greenaway,d009,Customer Service
93655,Sanjoy,Gewali,d005,Development
93657,Nathan,Pocchiola,d008,Research
93658,Yuqun,Birjandi,d005,Development
93662,Mong,Marwedel,d007,Sales
93667,Tetsushi,Griswold,d008,Research
93670,Djelloul,Pulkowski,d004,Production
93672,Uinam,Kopetz,d004,Production
93676,Dipayan,Takkinen,d004,Production
93677,Jovan,Rohrbach,d005,Development
93681,Bogdan,Klassen,d002,Finance
93682,Mari,Mukaidono,d005,Development
93684,Katsuo,Dulin,d008,Research
93686,Zhiwei,Radivojevic,d003,Human Resources
93693,Mamdouh,Sudkamp,d004,Production
93698,Kamran,Narahara,d002,Finance
93713,Angel,Servi,d004,Production
93717,Duri,Ramras,d009,Customer Service
93718,Moie,Kropf,d003,Human Resources
93721,Supot,Isaak,d004,Production
93722,Tetsurou,Kavraki,d007,Sales
93723,Constantino,Melter,d005,Development
93729,Maik,Sadowsky,d008,Research
93730,Aemilian,Noriega,d008,Research
93733,Vasiliy,Fendler,d009,Customer Service
93734,Ebbe,Kruskal,d007,Sales
93735,Bernice,Krichel,d005,Development
93736,Fen,Gilg,d003,Human Resources
93741,Juyoung,Lundstrom,d009,Customer Service
93742,Shay,Ushiama,d007,Sales
93744,Hitofumi,Skrikant,d008,Research
93745,Mandell,Schrooten,d005,Development
93747,Martina,Christ,d004,Production
93751,Dinkar,Leuchs,d003,Human Resources
93754,Xianlong,Ernst,d002,Finance
93759,Xuejia,Chenney,d001,Marketing
93760,Toshiki,Dechter,d008,Research
93761,Gennady,Pollock,d004,Production
93763,Kazuhisa,Jullig,d007,Sales
93769,Hidefumi,Rothe,d005,Development
93774,Martins,Etalle,d007,Sales
93778,Genki,Waterhouse,d006,Quality Management
93781,Arvind,Murtafg,d001,Marketing
93784,Sadegh,Beilner,d004,Production
93785,Francesca,VanScheik,d004,Production
93786,Satoru,Armand,d007,Sales
93789,Yuguang,Veevers,d005,Development
93790,Beshir,Wursthorn,d009,Customer Service
93791,Hongzhu,Delgrande,d004,Production
93792,Kamakshi,Kalefeld,d001,Marketing
93796,Zhonghua,Armand,d004,Production
93798,Monique,Azumi,d005,Development
93803,Sampalli,Bernardeschi,d004,Production
93806,Guiseppe,Slaats,d003,Human Resources
93813,Giordano,Janetzko,d001,Marketing
93823,Susanna,Birch,d002,Finance
93825,Rosella,Mitsuhashi,d005,Development
93828,Maha,Ertl,d009,Customer Service
93835,Tamiya,Mapelli,d004,Production
93839,Lene,Luby,d001,Marketing
93840,Rosine,Pulkowski,d006,Quality Management
93841,Genevieve,Narahari,d005,Development
93846,Parke,Bratten,d004,Production
93854,Constantine,Rosaz,d006,Quality Management
93855,Shridhar,Jakobus,d005,Development
93862,Aamer,Dehkordi,d004,Production
93863,Fuqing,Cardazo,d004,Production
93864,Sibyl,Zockler,d004,Production
93865,Dzung,Anily,d007,Sales
93869,Lijie,Maccarone,d004,Production
93877,Foong,Ghelli,d007,Sales
93879,Marsha,Paciorek,d007,Sales
93884,Yucai,Felder,d005,Development
93887,Zdislav,Sidou,d006,Quality Management
93889,Hironoby,Basawa,d002,Finance
93891,Along,Thebaut,d005,Development
93894,Fuqing,Stellhorn,d004,Production
93895,Eben,Alblas,d003,Human Resources
93903,Filipe,Capobianchi,d007,Sales
93915,Genevieve,Waymire,d005,Development
93921,Chuanti,Driscoll,d005,Development
93923,Weiyi,Luon,d005,Development
93924,Lucien,Suppi,d009,Customer Service
93925,Mart,Demian,d004,Production
93928,Tomoyuki,Axelband,d007,Sales
93932,Giap,Parveen,d007,Sales
93938,Boutros,Veeraraghavan,d007,Sales
93942,Thanasis,Tiemann,d004,Production
93943,Vitali,Kawashimo,d003,Human Resources
93947,Toshiki,Heyers,d004,Production
93950,Gil,Yoshizawa,d009,Customer Service
93954,Teruyuki,Paciorek,d003,Human Resources
93955,Hongzue,Zobel,d005,Development
93958,Morrie,Cyre,d008,Research
93960,Xianlong,Seghrouchni,d007,Sales
93961,Chaitali,Brickell,d005,Development
93964,Shimshon,Chelton,d001,Marketing
93975,Gererd,Calkin,d008,Research
93976,Demin,Dengi,d009,Customer Service
93979,Rosita,Stassinopoulos,d005,Development
93981,Kensei,Czap,d007,Sales
93982,Limsoon,Aseltine,d003,Human Resources
93984,Saniya,Journel,d008,Research
93986,Elzbieta,Perry,d001,Marketing
93989,Troy,Strooper,d007,Sales
93995,Saeed,Luon,d005,Development
93998,Freyja,Coombs,d005,Development
94002,Zeydy,Thambidurai,d001,Marketing
94003,Volkmar,Gecsei,d004,Production
94006,Pranjal,Kawashimo,d004,Production
94008,Sumali,Itzfeldt,d007,Sales
94009,Subhrajyoti,Baja,d005,Development
94010,Jouko,Puppe,d004,Production
94011,Kellie,Ghalwash,d004,Production
94023,Seongbae,DasSarma,d004,Production
94026,Gudjon,Birsak,d001,Marketing
94028,Bernt,Fraisse,d003,Human Resources
94030,Masato,Shobatake,d005,Development
94032,Jinya,Katiyar,d004,Production
94034,Vasilis,Riesenhuber,d005,Development
94035,Zejun,Gulik,d005,Development
94037,Youngkon,Kroon,d007,Sales
94038,Gio,Schnabel,d007,Sales
94039,Renee,Theuretzbacher,d004,Production
94040,Candido,Bage,d004,Production
94042,Yonghoan,Bruckman,d007,Sales
94046,Valeska,Nourani,d003,Human Resources
94050,LiMin,Fraisse,d009,Customer Service
94053,Hauke,Perko,d003,Human Resources
94054,Junichi,Nitsch,d004,Production
94055,Roded,Verspoor,d003,Human Resources
94058,Lucian,Ginneken,d005,Development
94062,Maia,Genther,d009,Customer Service
94066,Premal,Gunderson,d004,Production
94068,Radhika,Luca,d005,Development
94075,Chenxi,Fendler,d005,Development
94078,Adamantios,Yeung,d007,Sales
94079,Gio,Aloisi,d005,Development
94080,Pradeep,McDermid,d004,Production
94088,Shigeo,Parfitt,d004,Production
94099,Susuma,Vickson,d009,Customer Service
94100,Kwangsub,Guardalben,d005,Development
94103,Kamran,Kitsuregawa,d009,Customer Service
94107,Hiroyasu,Lipner,d005,Development
94114,Giap,Vesel,d004,Production
94118,Gina,Ellozy,d005,Development
94119,Evgueni,Albarhamtoshy,d004,Production
94120,Limsoon,Ohori,d005,Development
94126,Elvis,Kriebel,d005,Development
94134,Geoffry,Lorho,d001,Marketing
94141,Kazuhide,Ginneken,d008,Research
94142,Weiyi,Avouris,d005,Development
94143,Bartek,Argence,d004,Production
94145,Uli,Crouzet,d005,Development
94147,Khun,Pelc,d005,Development
94149,Mong,Brattka,d005,Development
94150,Geoffrey,Eiron,d001,Marketing
94151,Malu,Turnbull,d009,Customer Service
94152,Zdislav,Terwilliger,d002,Finance
94156,Kristen,Norsworthy,d002,Finance
94158,Marc,Gargeya,d008,Research
94160,Gila,Serdy,d005,Development
94161,Sajjad,Zuberek,d009,Customer Service
94162,Marin,Viele,d004,Production
94164,Frazer,Naumovich,d002,Finance
94165,Richara,Baca,d006,Quality Management
94170,Bader,Yoshimura,d009,Customer Service
94172,Ronnie,Bage,d007,Sales
94173,Valery,Lanphier,d003,Human Resources
94175,Shuky,Thisen,d005,Development
94178,Zhanqiu,Mondadori,d007,Sales
94181,Mizuhito,Maierhofer,d003,Human Resources
94184,Leif,Wroclawski,d007,Sales
94186,Jiafu,Simkin,d002,Finance
94195,Arch,Rabehasaina,d008,Research
94197,Alain,Maksimenko,d007,Sales
94200,Mahendra,Michaeli,d008,Research
94201,Mana,Fabrizio,d004,Production
94206,Denis,Cooley,d002,Finance
94208,Kaijung,Lienhardt,d002,Finance
94210,Ekawit,Pouyioutas,d007,Sales
94211,Martins,Yurov,d005,Development
94221,Marek,Jording,d004,Production
94223,Fumitaka,Bach,d005,Development
94225,Yakkov,Chaudhuri,d004,Production
94229,Shen,Thambidurai,d005,Development
94239,Divier,Rosiles,d006,Quality Management
94250,Jianhao,Falby,d001,Marketing
94256,Radoslaw,Yavatkar,d005,Development
94260,Shooichi,Marquardt,d004,Production
94264,Khalil,Cronan,d004,Production
94265,Danny,Hasenauer,d005,Development
94270,Serge,Heuser,d005,Development
94271,Mircea,Verhoeff,d004,Production
94272,Constantine,Zielinski,d005,Development
94281,Rutger,Peres,d006,Quality Management
94285,Goa,Munro,d005,Development
94287,Kiyokazu,Buchter,d007,Sales
94288,Michaela,Monarch,d006,Quality Management
94289,Maik,Poupard,d005,Development
94292,Martien,Bisiani,d003,Human Resources
94293,Susuma,Qiwen,d006,Quality Management
94299,Collette,Chenney,d005,Development
94300,Yongmin,Ranze,d003,Human Resources
94301,Djenana,Makrucki,d004,Production
94309,Tomoyuki,Zobel,d005,Development
94311,Suvo,Veevers,d005,Development
94313,Menkae,Birdsall,d006,Quality Management
94320,Kirk,Papsdorf,d005,Development
94322,Ronnie,Moffat,d004,Production
94327,Georgy,Straney,d005,Development
94329,Zhiwei,Przulj,d008,Research
94332,Teiji,Sudbeck,d007,Sales
94334,Ennio,Radhakrishnan,d007,Sales
94341,Bokyung,Serre,d005,Development
94342,Ramalingam,Demizu,d005,Development
94351,Stafford,Langford,d009,Customer Service
94354,Aleksandar,Apsitis,d006,Quality Management
94364,Heon,Heping,d004,Production
94379,Sachio,Lakshmanan,d005,Development
94381,Gift,Guardalben,d009,Customer Service
94382,Bogdan,Eugenio,d005,Development
94383,Shichao,Peyn,d004,Production
94384,Aris,Janetzko,d007,Sales
94388,Zvonko,Denos,d009,Customer Service
94392,Denny,Staelin,d009,Customer Service
94393,Lobel,Baalen,d005,Development
94395,Shuky,Ozeri,d005,Development
94404,Steve,Murrill,d006,Quality Management
